acm_certificate_test	aws_acm_certificate.private_cert
kinesisanalytics_application_test	aws_kinesis_analytics_application.withUsage
kinesisanalytics_application_test	aws_kinesis_analytics_application.withoutUsage
kinesisanalyticsv2_application_snapshot_test	aws_iam_role.example
kinesisanalyticsv2_application_snapshot_test	aws_kinesisanalyticsv2_application.flink
kinesisanalyticsv2_application_snapshot_test	aws_kinesisanalyticsv2_application.withoutUsage
kinesisanalyticsv2_application_snapshot_test	aws_kinesisanalyticsv2_application_snapshot.flink
kinesisanalyticsv2_application_snapshot_test	aws_kinesisanalyticsv2_application_snapshot.withoutUsage
kinesisanalyticsv2_application_test	aws_iam_role.example
kinesisanalyticsv2_application_test	aws_kinesisanalyticsv2_application.flink
kinesisanalyticsv2_application_test	aws_kinesisanalyticsv2_application.notFlink
kinesisanalyticsv2_application_test	aws_kinesisanalyticsv2_application.withoutUsage
kms_external_key_test	aws_kms_external_key.kms
kms_key_test	aws_kms_key.kms
kms_key_test	aws_kms_key.rsa2048
kms_key_test	aws_kms_key.rsa3072
lambda_function_china_test	aws_lambda_function.lambda_china
lambda_function_china_test	aws_lambda_function.lambda_china_with_usage
lambda_function_china_test	aws_lambda_function.lambda_china_with_usage_arm
lambda_function_test	aws_lambda_function.lambda
lambda_function_test	aws_lambda_function.lambda_arm
lambda_function_test	aws_lambda_function.lambda_duration_11B_arm
lambda_function_test	aws_lambda_function.lambda_duration_15B
lambda_function_test	aws_lambda_function.lambda_duration_18B_arm
lambda_function_test	aws_lambda_function.lambda_duration_6B
lambda_function_test	aws_lambda_function.lambda_duration_75B_arm
lambda_function_test	aws_lambda_function.lambda_duration_9B
lambda_function_test	aws_lambda_function.lambda_withUsage
lambda_function_test	aws_lambda_function.lambda_withUsage512Mem
lambda_function_test	aws_lambda_function.lambda_withUsage512Mem_arm
lambda_function_test	aws_lambda_function.lambda_withUsage_arm
lambda_provisioned_concurrency_config_test	aws_lambda_provisioned_concurrency_config.with_usage
lambda_provisioned_concurrency_config_test	aws_lambda_provisioned_concurrency_config.without_usage
lb_test	aws_alb.alb1
lb_test	aws_lb.alb1_usage
lb_test	aws_lb.lb1
lb_test	aws_lb.nlb1
lb_test	aws_lb.nlb1_usage
lightsail_instance_test	aws_lightsail_instance.linux1
lightsail_instance_test	aws_lightsail_instance.win1
mq_broker_test	aws_mq_broker.my_aws_mq_broker_activemq_single_default
mq_broker_test	aws_mq_broker.my_aws_mq_broker_activemq_single_ebs
mq_broker_test	aws_mq_broker.my_aws_mq_broker_activemq_standby_efs
mq_broker_test	aws_mq_broker.my_aws_mq_broker_rabbitmq_cluster
mq_broker_test	aws_mq_broker.my_aws_mq_broker_rabbitmq_single
mq_broker_test	aws_mq_configuration.my_aws_mq_configuration
mq_broker_test	aws_mq_configuration.my_aws_mq_configuration_rabbitmq
mq_broker_test	aws_security_group.my_aws_security_group
msk_cluster_test	aws_appautoscaling_target.autoscale_msk_cluster_target
msk_cluster_test	aws_appautoscaling_target.autoscale_msk_cluster_target_usage
msk_cluster_test	aws_msk_cluster.cluster-2-nodes
msk_cluster_test	aws_msk_cluster.cluster-4-nodes
msk_cluster_test	aws_msk_cluster.cluster-autoscaling
msk_cluster_test	aws_msk_cluster.cluster-autoscaling-usage
mwaa_environment_test	aws_mwaa_environment.default_environment_class
mwaa_environment_test	aws_mwaa_environment.large_with_usage
mwaa_environment_test	aws_mwaa_environment.medium
nat_gateway_test	aws_nat_gateway.nat
nat_gateway_test	aws_nat_gateway.nat_withUsage
neptune_cluster_instance_test	aws_neptune_cluster.default
neptune_cluster_instance_test	aws_neptune_cluster.iooptimized
neptune_cluster_instance_test	aws_neptune_cluster_instance.dbR4LargeCount2
neptune_cluster_instance_test	aws_neptune_cluster_instance.dbT3Medium
neptune_cluster_instance_test	aws_neptune_cluster_instance.dbT3Medium-iooptimized
neptune_cluster_instance_test	aws_neptune_cluster_instance.dbT3WithoutUsage
neptune_cluster_snapshot_test	aws_neptune_cluster.fiveDaysRetentionPeriod
neptune_cluster_snapshot_test	aws_neptune_cluster.oneDayRetentionPeriod
neptune_cluster_snapshot_test	aws_neptune_cluster.withoutUsage
neptune_cluster_snapshot_test	aws_neptune_cluster_snapshot.fiveDaysRetenPeriod
neptune_cluster_snapshot_test	aws_neptune_cluster_snapshot.inAnotherModule
neptune_cluster_snapshot_test	aws_neptune_cluster_snapshot.oneDayRetentionPeriod
neptune_cluster_snapshot_test	aws_neptune_cluster_snapshot.withoutUsage
neptune_cluster_test	aws_neptune_cluster.fiveDaysRetenPeriod
neptune_cluster_test	aws_neptune_cluster.oneDayRetenPeriod
neptune_cluster_test	aws_neptune_cluster.withoutUsage
networkfirewall_firewall_test	aws_networkfirewall_firewall.networkfirewall_firewall
networkfirewall_firewall_test	aws_networkfirewall_firewall.networkfirewall_firewall_with_usage
opensearch_domain_test	aws_opensearch_domain.gp2
opensearch_domain_test	aws_opensearch_domain.io1
opensearch_domain_test	aws_opensearch_domain.std
rds_cluster_china_test	aws_rds_cluster.mysql_china
rds_cluster_instance_test	aws_rds_cluster.aurora_io_optimized
rds_cluster_instance_test	aws_rds_cluster.default
rds_cluster_instance_test	aws_rds_cluster.default_t3
rds_cluster_instance_test	aws_rds_cluster_instance.aurora_io_optimized_instance
rds_cluster_instance_test	aws_rds_cluster_instance.aurora_serverless_v2
rds_cluster_instance_test	aws_rds_cluster_instance.aurora_serverless_v2_performance_insights
rds_cluster_instance_test	aws_rds_cluster_instance.aurora_serverless_v2_performance_insights_free
rds_cluster_instance_test	aws_rds_cluster_instance.aurora_serverless_v2_with_usage
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_1yr_all_upfront
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_1yr_no_upfront
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_1yr_partial_upfront
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_3yr_all_upfront
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_3yr_partial_upfront
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_performance_insights
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_performance_insights_with_usage
rds_cluster_instance_test	aws_rds_cluster_instance.cluster_instance_t3
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-mysql-5.7"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-mysql-5.7.44"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-mysql-8.0"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-mysql-8.0.36"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-11"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-11.22"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-12"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-13"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-14"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-15"]
rds_cluster_instance_test	aws_rds_cluster_instance.extended_support["aurora-postgresql-16"]
rds_cluster_test	aws_rds_cluster.my_sql_brazil
rds_cluster_test	aws_rds_cluster.my_sql_serverless
rds_cluster_test	aws_rds_cluster.my_sql_serverless_io_optimized
rds_cluster_test	aws_rds_cluster.mysql_backtrack
rds_cluster_test	aws_rds_cluster.mysql_backtrack_withoutU
rds_cluster_test	aws_rds_cluster.postgres_serverless
rds_cluster_test	aws_rds_cluster.postgres_serverlessWithBackup
rds_cluster_test	aws_rds_cluster.postgres_serverlessWithExport
rds_cluster_test	aws_rds_cluster.postgres_serverless_io_optimized
rds_cluster_test	aws_rds_cluster.postgres_serverless_withoutU
redshift_cluster_test	aws_redshift_cluster.ca
redshift_cluster_test	aws_redshift_cluster.ca_withUsage
redshift_cluster_test	aws_redshift_cluster.manageda
redshift_cluster_test	aws_redshift_cluster.manageda_withUsage
route53_health_check_test	aws_route53_health_check.https
route53_health_check_test	aws_route53_health_check.https_withUsage
route53_health_check_test	aws_route53_health_check.simple
route53_health_check_test	aws_route53_health_check.simple_withUsage
route53_health_check_test	aws_route53_health_check.ssl_latency_interval_string_match
route53_health_check_test	aws_route53_health_check.ssl_latency_interval_string_match_withUsage
route53_health_check_test	aws_route53_health_check.ssl_latency_string_match
route53_health_check_test	aws_route53_health_check.ssl_latency_string_match_withUsage
route53_health_check_test	aws_route53_health_check.ssl_string_match
route53_health_check_test	aws_route53_health_check.ssl_string_match_withUsage
route53_record_test	aws_route53_record.my_record_withUsage
route53_record_test	aws_route53_record.standard
route53_record_test	aws_route53_zone.zone1
route53_record_test	aws_route53_zone.zone_withUsage
route53_resolver_endpoint_test	aws_route53_resolver_endpoint.test
route53_resolver_endpoint_test	aws_route53_resolver_endpoint.test_withUsage1B
route53_resolver_endpoint_test	aws_route53_resolver_endpoint.test_withUsage2B
route53_zone_test	aws_route53_zone.zone1
s3_bucket_analytics_configuration_test	aws_s3_bucket.bucket1
s3_bucket_analytics_configuration_test	aws_s3_bucket.bucket1_withUsage
s3_bucket_analytics_configuration_test	aws_s3_bucket_analytics_configuration.bucketanalytics
s3_bucket_analytics_configuration_test	aws_s3_bucket_analytics_configuration.bucketanalytics_withUsage
s3_bucket_china_test	aws_s3_bucket.bucket_china
s3_bucket_china_test	aws_s3_bucket.bucket_china_with_usage
s3_bucket_inventory_test	aws_s3_bucket.bucket1
s3_bucket_inventory_test	aws_s3_bucket.bucket1_withUsage
s3_bucket_inventory_test	aws_s3_bucket.bucket2
s3_bucket_inventory_test	aws_s3_bucket.bucket2_withUsage
s3_bucket_inventory_test	aws_s3_bucket_inventory.inventory
s3_bucket_inventory_test	aws_s3_bucket_inventory.inventory_withUsage
s3_bucket_test	aws_s3_bucket.bucket1
s3_bucket_test	aws_s3_bucket.bucket_withUsage
s3_bucket_v3_test	aws_s3_bucket.bucket1
s3_bucket_v3_test	aws_s3_bucket.bucket_withUsage
secretsmanager_secret_test	aws_secretsmanager_secret.secret
secretsmanager_secret_test	aws_secretsmanager_secret.secret_withUsage
sfn_state_machine_test	aws_sfn_state_machine.express1Tier
sfn_state_machine_test	aws_sfn_state_machine.express2Tiers
sfn_state_machine_test	aws_sfn_state_machine.express3Tiers
sfn_state_machine_test	aws_sfn_state_machine.expressWithoutUsage
sfn_state_machine_test	aws_sfn_state_machine.standard
sfn_state_machine_test	aws_sfn_state_machine.standardWithoutUsage
sns_topic_subscription_test	aws_sns_topic_subscription.sns_topic_subscription
sns_topic_subscription_test	aws_sns_topic_subscription.sns_topic_subscription_withUsage
sns_topic_test	aws_sns_topic.sns_fifo_topic
sns_topic_test	aws_sns_topic.sns_fifo_topic_another_region
sns_topic_test	aws_sns_topic.sns_fifo_topic_withSubscriptions
sns_topic_test	aws_sns_topic.sns_fifo_topic_withUsage
sns_topic_test	aws_sns_topic.sns_fifo_topic_withUsageAndSubscriptions
sns_topic_test	aws_sns_topic.sns_fifo_topic_withZeroRequests
sns_topic_test	aws_sns_topic.sns_topic
sns_topic_test	aws_sns_topic.sns_topic_another_region
sns_topic_test	aws_sns_topic.sns_topic_customSmsPrice
sns_topic_test	aws_sns_topic.sns_topic_withChargedSubscribers
sns_topic_test	aws_sns_topic.sns_topic_withFreeNotifications
sns_topic_test	aws_sns_topic.sns_topic_withUsage
sns_topic_test	aws_sns_topic.sns_topic_withZeroRequests
sns_topic_test	aws_sns_topic_subscription.sns_fifo_topic_subscription1
sns_topic_test	aws_sns_topic_subscription.sns_fifo_topic_subscription2
sns_topic_test	aws_sns_topic_subscription.sns_fifo_topic_subscription3
sns_topic_test	aws_sns_topic_subscription.sns_fifo_topic_subscription4
sns_topic_test	aws_sns_topic_subscription.sns_fifo_topic_subscription5
sqs_queue_test	aws_sqs_queue.fifo_sqs_queue
sqs_queue_test	aws_sqs_queue.fifo_sqs_queue_withUsage
sqs_queue_test	aws_sqs_queue.standard_sqs_queue
sqs_queue_test	aws_sqs_queue.standard_sqs_queue_withUsage
ssm_activation_test	aws_ssm_activation.ssm_activation
ssm_activation_test	aws_ssm_activation.ssm_activation_withUsage
ssm_parameter_test	aws_ssm_parameter.ssm_parameter_advanced
ssm_parameter_test	aws_ssm_parameter.ssm_parameter_advancedWithUsage
transfer_server_test	aws_transfer_server.default_no_protocols
transfer_server_test	aws_transfer_server.multiple_protocols_with_usage
vpc_endpoint_test	aws_subnet.test
vpc_endpoint_test	aws_subnet.test2
vpc_endpoint_test	aws_vpc.main
vpc_endpoint_test	aws_vpc_endpoint.default
vpc_endpoint_test	aws_vpc_endpoint.gateway_loadbalancer
vpc_endpoint_test	aws_vpc_endpoint.interface
vpc_endpoint_test	aws_vpc_endpoint.interface_withBigUsage
vpc_endpoint_test	aws_vpc_endpoint.interface_withUsage
vpc_endpoint_test	aws_vpc_endpoint.multiple_interfaces
vpc_endpoint_test	aws_vpc_endpoint.with_dynamic_subnet
vpn_connection_test	aws_vpn_connection.transit
vpn_connection_test	aws_vpn_connection.transit_withUsage
vpn_connection_test	aws_vpn_connection.vpn_connection
vpn_connection_test	aws_vpn_connection.vpn_connection_withUsage
waf_web_acl_test	aws_waf_ipset.ipset
waf_web_acl_test	aws_waf_rule.wafrule
waf_web_acl_test	aws_waf_web_acl.my_waf
waf_web_acl_test	aws_waf_web_acl.us_west_1
waf_web_acl_test	aws_waf_web_acl.withoutUsage
wafv2_web_acl_test	aws_wafv2_ip_set.test
wafv2_web_acl_test	aws_wafv2_regex_pattern_set.test
wafv2_web_acl_test	aws_wafv2_rule_group.example
wafv2_web_acl_test	aws_wafv2_web_acl.my_waf
wafv2_web_acl_test	aws_wafv2_web_acl.my_waf
wafv2_web_acl_test	aws_wafv2_web_acl.my_waf_no_usage
wafv2_web_acl_test	aws_wafv2_web_acl.my_waf_no_usage
